"","ID","X.x","locality","sites","region","area","biomassarea1","biomassarea2","biomassarea","lon","lat","grav_total","Age_of_protection","Class","distprox","X.y","pare5in","pare15in","pare5inN","pare15inN","pare5out","pare15out","pare5outN","pare15outN","pare5btw","pare15btw","pare5LR","pare15LR","parein","pare25in","pareinN","pare25inN","pareout","pare25out","pareoutN","pare25outN","parebtw","pare25btw","pare25LR","pareLR","crypto5in","crypto15in","crypto35in","crypto5inN","crypto15inN","crypto35inN","crypto5out","crypto15out","crypto35out","crypto5outN","crypto15outN","crypto35outN","crypto5btw","crypto15btw","crypto35btw","crypto5LR","crypto15LR","crypto35LR","cryptoin","cryptoinN","cryptoout","cryptooutN","cryptobtw","cryptoLR","transi5in","transi15in","transi35in","transi5inN","transi15inN","transi35inN","transi5out","transi15out","transi35out","transi5outN","transi15outN","transi35outN","transi5btw","transi15btw","transi35btw","transi5LR","transi15LR","transi35LR","transiin","transiinN","transiout","transioutN","transibtw","transiLR","residin","resid5in","resid15in","resid35in","residinN","resid5inN","resid15inN","resid35inN","residout","resid5out","resid15out","resid35out","residoutN","resid5outN","resid15outN","resid35outN","residbtw","resid5btw","resid15btw","resid35btw","residLR","resid5LR","resid15LR","resid35LR","TotalinN","TotaloutN","Totalbtw","TotalLR","logbiomassarea"
"42","V1173",346,"rose_atoll","rose_atoll_1","central_pacific",8000,271.130874322176,271.130874322176,278.951841239086,-168.1586,-14.5399,0.240674063,10,"Restricted",6.28839704659459,1925,22,17,0.0014861852327231,0.00114841586164967,20,20,0.00135107748429372,0.00135107748429372,236715.135477834,43158.0793032689,0,0,5,12,0.000337769371073431,0.000810646490576235,15,11,0.00101330811322029,0.000743092616361548,26021.7123700805,27250.0813632002,0,0,30,4,1,0.00202661622644059,0.000270215496858745,6.75538742146862e-05,39,6,0,0.00263460109437276,0.000405323245288117,0,522.291854021591,6051.5,0,0,0,0,7,0.000472877119502804,13,0.000878200364790921,8767.90686220883,0,17,11,4,0.00114841586164967,0.000743092616361548,0.000270215496858745,31,31,11,0.00209417010065527,0.00209417010065527,0.000743092616361548,216.99289191925,4744.92544311207,56365.1114979713,0,0,0,1,6.75538742146862e-05,5,0.000337769371073431,28,0,5,29,33,9,0.000337769371073431,0.0019590623522259,0.00222927784908465,0.000607984867932176,15,47,39,18,0.00101330811322029,0.00317503208809025,0.00263460109437276,0.00121596973586435,26021.7123700805,26141.7571481711,44360.8996028464,764.18919029849,0,0,0,0,0.0127676822265757,0.0184422076606093,446290.963772643,0,5.63103915487591
"43","V1174",351,"samoa","samoa_2","central_pacific",750,52.9218055886878,52.9218055886878,67.9308224087974,-170.5517,-14.2836,9.619699536,0,"Fished",8.14937714247778,1936,18,14,0.00121596973586435,0.000945754239005607,24,17,0.00162129298115247,0.00114841586164967,2616.99181758553,13727.8287351327,32,0,7,3,0.000472877119502804,0.000202661622644059,15,9,0.00101330811322029,0.000607984867932176,1720.62825397335,1061.72665097708,0,0,31,3,2,0.00209417010065527,0.000202661622644059,0.000135107748429372,55,11,1,0.00371546308180774,0.000743092616361548,6.75538742146862e-05,104368.438440946,104208.333333333,25701,13,0,0,10,0.000675538742146862,20,0.00135107748429372,195.596216094935,0,14,14,5,0.000945754239005607,0.000945754239005607,0.000337769371073431,33,34,9,0.00222927784908465,0.00229683172329933,0.000607984867932176,6013.02404749898,62110.7411156777,15592.1683056502,0,2,0,2,0.000135107748429372,6,0.000405323245288117,40.1171717171717,0,7,32,28,16,0.000472877119502804,0.00216172397486996,0.00189150847801121,0.00108086198743498,15,60,62,30,0.00101330811322029,0.00405323245288117,0.00418834020131055,0.00202661622644059,1720.62825397335,265558.550096754,93349.550200001,18468.923989055,0,12,3,0,0.0121596973586435,0.0233060866040668,712777.276732611,62,4.21848986983974
"44","V1175",356,"samoa","samoa_8","central_pacific",2000,75.4427821656595,75.4427821656595,75.4479820681303,-170.67,-14.2836,1211.681489,0,"Fished",6.36327410014063,1947,16,19,0.00108086198743498,0.00128352361007904,25,24,0.00168884685536716,0.00162129298115247,120.961691389528,51486.6030365279,134,27,13,5,0.000878200364790921,0.000337769371073431,17,17,0.00114841586164967,0.00114841586164967,16028.4385435792,3314.51998513675,20,0,33,7,1,0.00222927784908465,0.000472877119502804,6.75538742146862e-05,37,7,2,0.00249949334594339,0.000472877119502804,0.000135107748429372,41072.0503607593,69333.55,17292,96,117,0,11,0.000743092616361548,23,0.00155373910693778,37281.1844135951,0,19,15,6,0.00128352361007904,0.00101330811322029,0.000405323245288117,17,22,10,0.00114841586164967,0.0014861852327231,0.000675538742146862,695.343496670371,1025.69136239829,19663.3842383676,58,42,0,1,6.75538742146862e-05,6,0.000405323245288117,5932.09924242424,0,13,32,33,14,0.000878200364790921,0.00216172397486996,0.00222927784908465,0.000945754239005607,17,37,45,25,0.00114841586164967,0.00249949334594339,0.00303992433966088,0.00168884685536716,16028.4385435792,25659.3942327093,19468.3092582921,27539.8760621822,0,114,59,2,0.0135107748429373,0.0181044382895359,276671.683724433,669,4.32344343956965
"45","V1176",352,"samoa","samoa_3","central_pacific",16700,225.089154771369,225.089154771369,239.747295331262,-169.6752,-14.1675,1.221461016,0,"Fished",5.02590231489633,1958,23,22,0.00155373910693778,0.0014861852327231,23,23,0.00155373910693778,0.00155373910693778,93308.8052486331,8749.22374041745,34,6,7,9,0.000472877119502804,0.000607984867932176,24,8,0.00162129298115247,0.00054043099371749,106272.312605985,1368.03364168695,0,13,37,4,1,0.00249949334594339,0.000270215496858745,6.75538742146862e-05,39,8,2,0.00263460109437276,0.00054043099371749,0.000135107748429372,88589.979581691,84640.5,106.5,96,0,0,14,0.000945754239005607,20,0.00135107748429372,7599.43957086267,55,17,14,5,0.00114841586164967,0.000945754239005607,0.000337769371073431,24,16,3,0.00162129298115247,0.00108086198743498,0.000202661622644059,756.196470253176,832.252293352248,10.6166666666667,32,0,0,2,0.000135107748429372,3,0.000202661622644059,2,0,7,31,34,16,0.000472877119502804,0.00209417010065527,0.00229683172329933,0.00108086198743498,24,40,42,24,0.00162129298115247,0.00270215496858745,0.00283726271701682,0.00162129298115247,106272.312605985,24109.8790391374,828.022548584702,23204.5953532568,13,107,15,8,0.0143889752077282,0.0170235763021009,326504.604583679,298,5.47958543249558
"46","V1177",350,"samoa","samoa_1","central_pacific",19500,42.7836304139748,42.7836304139748,46.5381618254433,-170.8014,-14.2853,10.47139258,0,"Fished",7.36828304001761,1969,24,18,0.00162129298115247,0.00121596973586435,23,17,0.00155373910693778,0.00114841586164967,83148.7115339269,510.640231158022,74,6,11,11,0.000743092616361548,0.000743092616361548,22,7,0.0014861852327231,0.000472877119502804,100648.365298676,1298.33275088976,0,0,32,7,1,0.00216172397486996,0.000472877119502804,6.75538742146862e-05,47,6,1,0.00317503208809025,0.000405323245288117,6.75538742146862e-05,28601.2833702015,4343.08333333333,0,37,40,0,8,0.00054043099371749,13,0.000878200364790921,25146.9795292791,5,17,14,3,0.00114841586164967,0.000945754239005607,0.000202661622644059,25,28,14,0.00168884685536716,0.00189150847801121,0.000945754239005607,286.718723534798,1815.61750932758,1247.75427942933,10,0,0,2,0.000135107748429372,5,0.000337769371073431,146.116666666667,0,11,37,35,14,0.000743092616361548,0.00249949334594339,0.00236438559751402,0.000945754239005607,22,46,60,26,0.0014861852327231,0.00310747821387557,0.00405323245288117,0.00175640072958184,100648.365298676,50966.733364852,50252.199080941,31408.1163405904,0,33,5,1,0.0143889752077282,0.0202661622644059,253879.190518185,206,3.84027266043413
"47","V1182",355,"samoa","samoa_7","central_pacific",8250,75.3597158860932,75.3597158860932,89.038816099578,-171.7858,-13.8093,980.1064202,0,"Fished",7.81690715017115,2025,16,20,0.00108086198743498,0.00135107748429372,19,20,0.00128352361007904,0.00135107748429372,668358.513613485,23138.6684475743,0,0,25,9,0.00168884685536716,0.000607984867932176,30,15,0.00202661622644059,0.00101330811322029,1229.00630749131,3962.06414679394,0,0,65,16,3,0.0043910018239546,0.00108086198743498,0.000202661622644059,57,10,4,0.00385057083023711,0.000675538742146862,0.000270215496858745,9792.44659444861,1503376.08333333,34136,14,0,0,34,0.00229683172329933,42,0.00283726271701682,28837.4307501315,0,30,28,18,0.00202661622644059,0.00189150847801121,0.00121596973586435,24,21,16,0.00162129298115247,0.00141863135850841,0.00108086198743498,4512.38367153317,8399.61523306929,17336.8042347817,28,0,0,14,0.000945754239005607,7,0.000472877119502804,7139.46370104123,0,25,69,76,41,0.00168884685536716,0.00466121732081335,0.00513409444031615,0.00276970884280213,30,67,74,50,0.00202661622644059,0.00452610957238398,0.00499898669188678,0.00337769371073431,1229.00630749131,62472.9151319917,56684.5577286873,46486.3230762002,0,28,0,0,0.0264135648179423,0.0254678105789367,2438656.3752119,70,4.48907241060282
"48","V1195",446,"tonga","tonga_5","central_pacific",4500,271.296276027701,271.296276027701,275.744251515323,-173.772,-15.9306,1.989224663,0,"Fished",10.381684803595,2169,22,35,0.0014861852327231,0.00236438559751402,27,21,0.00182395460379653,0.00141863135850841,144850.004707405,739.287732767138,0,0,6,4,0.000405323245288117,0.000270215496858745,5,8,0.000337769371073431,0.00054043099371749,252.547793528643,589.629595698589,0,0,41,8,0,0.00276970884280213,0.00054043099371749,0,42,5,0,0.00283726271701682,0.000337769371073431,0,7706.44932253091,185814,0,56,0,0,9,0.000607984867932176,8,0.00054043099371749,119816.553781581,0,29,25,7,0.0019590623522259,0.00168884685536716,0.000472877119502804,5,0,0,0.000337769371073431,0,0,125.722222222222,0,0,0,0,0,8,0.00054043099371749,0,0,0,0,6,49,54,11,0.000405323245288117,0.00331013983651962,0.00364790920759306,0.000743092616361548,5,41,33,5,0.000337769371073431,0.00276970884280213,0.00222927784908465,0.000337769371073431,252.547793528643,68653.0034264757,44501.6200790183,150.425766887115,0,60,0,0,0.0192528541511856,0.0126325744781463,453130.142853005,116,5.61947381119038
"49","V12232",118,"flores","flores_1","central_iwp",1500,172.836694888566,172.836694888566,220.955281018507,122.3333,-8.3333,35.68614418,0,"Fished",5.91119930737593,2484,33,46,0.00222927784908465,0.00310747821387557,53,53,0.00358035533337837,0.00358035533337837,99.0958770213886,2310.53840994871,102,63,52,20,0.00351280145916368,0.00135107748429372,87,29,0.0058771870566777,0.0019590623522259,16314.5936138787,9751.63411792515,10,1,115,19,10,0.00776869553468891,0.00128352361007904,0.000675538742146862,136,18,9,0.00918732689319732,0.00121596973586435,0.000607984867932176,39557.7017536295,11441.1833333333,31472.65,73,0,0,80,0.0054043099371749,99,0.00668783354725393,47688.4769335727,5,77,83,42,0.00520164831453084,0.00560697155981896,0.00283726271701682,81,84,53,0.00547186381138958,0.00567452543403364,0.00358035533337837,24810.9082149581,6856.37365192604,37546.2750567096,42,0,0,17,0.00114841586164967,36,0.0024319394717287,34743.9642367142,0,52,130,142,82,0.00351280145916368,0.00878200364790921,0.00959265013848544,0.00553941768560427,87,148,189,133,0.0058771870566777,0.00999797338377356,0.0127676822265757,0.00898466527055327,16314.5936138787,13328.6329290218,5022.47124325139,7129.20621361222,1,93,24,1,0.0539755454975343,0.0666081199756806,189326.670801337,408,5.39796033271002
"50","V12232",119,"flores","flores_2","central_iwp",2000,136.916117469743,136.916117469743,164.149237365567,122.332,-8.4548,59.01622679,0,"Fished",13.9882026538162,2484,33,46,0.00222927784908465,0.00310747821387557,53,53,0.00358035533337837,0.00358035533337837,99.0958770213886,2310.53840994871,102,63,52,20,0.00351280145916368,0.00135107748429372,87,29,0.0058771870566777,0.0019590623522259,16314.5936138787,9751.63411792515,10,1,115,19,10,0.00776869553468891,0.00128352361007904,0.000675538742146862,136,18,9,0.00918732689319732,0.00121596973586435,0.000607984867932176,39557.7017536295,11441.1833333333,31472.65,73,0,0,80,0.0054043099371749,99,0.00668783354725393,47688.4769335727,5,77,83,42,0.00520164831453084,0.00560697155981896,0.00283726271701682,81,84,53,0.00547186381138958,0.00567452543403364,0.00358035533337837,24810.9082149581,6856.37365192604,37546.2750567096,42,0,0,17,0.00114841586164967,36,0.0024319394717287,34743.9642367142,0,52,130,142,82,0.00351280145916368,0.00878200364790921,0.00959265013848544,0.00553941768560427,87,148,189,133,0.0058771870566777,0.00999797338377356,0.0127676822265757,0.00898466527055327,16314.5936138787,13328.6329290218,5022.47124325139,7129.20621361222,1,93,24,1,0.0539755454975343,0.0666081199756806,189326.670801337,408,5.10077599797621
"51","V12235",120,"flores","flores_3","central_iwp",1500,281.117436094819,281.117436094819,364.223499582084,122.4804,-8.4673,103.9960459,0,"Fished",19.3248740077999,2487,41,31,0.00276970884280213,0.00209417010065527,63,65,0.00425589407552523,0.0043910018239546,9463.19054586774,6996.27439656738,0,9,62,23,0.00418834020131055,0.00155373910693778,97,46,0.00655272579882456,0.00310747821387557,128275.565580422,16840.1899175138,20,0,84,16,4,0.00567452543403364,0.00108086198743498,0.000270215496858745,166,25,6,0.0112139431196379,0.00168884685536716,0.000405323245288117,72954.9738632625,94620.25,8949.71666666667,5,0,0,79,0.00533675606296021,97,0.00655272579882456,54978.3422112095,5,49,58,45,0.00331013983651962,0.0039181247044518,0.00303992433966088,105,98,64,0.00709315679254205,0.00662027967303925,0.00432344794973992,794902.350878373,48844.4935700179,59144.1900614368,0,0,3,24,0.00162129298115247,35,0.00236438559751402,58070.7918861805,0,62,98,127,96,0.00418834020131055,0.00662027967303925,0.00857934202526515,0.00648517192460988,97,158,194,120,0.00655272579882456,0.0106735121259204,0.0131054515976491,0.00810646490576235,128275.565580422,3253.42975710477,2516950.83356357,23638.6692056559,0,11,10,5,0.0453962034722691,0.0749848003783016,3656558.56242604,63,5.89776768905072
"52","V12286",11,"bali","bali_1","central_iwp",9000,422.94974390637,422.94974390637,443.884256915228,115.595,-8.2778,2332.618606,0,"Fished",15.3945910877651,2543,77,116,0.00520164831453084,0.0078362494089036,29,30,0.0019590623522259,0.00202661622644059,319581.439160301,195671.437019504,90,87,115,35,0.00776869553468891,0.00236438559751402,33,22,0.00222927784908465,0.0014861852327231,185688.005373756,30990.2275148803,10,1,164,43,10,0.0110788353712085,0.00290481659123151,0.000675538742146862,43,7,4,0.00290481659123151,0.000472877119502804,0.000270215496858745,249487.596719646,36070,36583.4166666667,148,0,0,169,0.011416604742282,35,0.00236438559751402,100060.051495029,0,70,93,77,0.00472877119502804,0.00628251030196582,0.00520164831453084,17,13,7,0.00114841586164967,0.000878200364790921,0.000472877119502804,16425.8009841321,17105.6905680701,23645.2752834905,0,0,0,37,0.00249949334594339,2,0.000135107748429372,1425.30672851037,0,115,184,290,186,0.00776869553468891,0.0124299128555023,0.019590623522259,0.0125650206039316,33,49,71,39,0.00222927784908465,0.00331013983651962,0.00479632506924272,0.00263460109437276,185688.005373756,128233.469218207,190477.850061954,289888.407856719,1,138,38,0,0.0908599608187529,0.0223603323650611,1534160.61105357,511,6.09556384582524
"53","V1271",347,"salaz_y_gomez","salaz_y_gomez_1","easter",11800,189.613369000891,189.613369000891,291.188240473508,-105.362,-26.4706,0.002425095,9,"Closed",4.99903281466124,3014,54,43,0.00364790920759306,0.00290481659123151,52,40,0.00351280145916368,0.00270215496858745,110121.026740489,135476.901390885,14,0,59,13,0.00398567857866649,0.000878200364790921,74,20,0.00499898669188678,0.00135107748429372,24102.1220131511,31563.0262585502,0,0,198,25,5,0.0133756670945079,0.00168884685536716,0.000337769371073431,137,13,5,0.00925488076741201,0.000878200364790921,0.000337769371073431,260464.239198908,36303.7333333333,44501.1166666667,5,0,0,69,0.00466121732081335,82,0.00553941768560427,811788.252886079,0,76,105,60,0.00513409444031615,0.00709315679254205,0.00405323245288117,28,21,17,0.00189150847801121,0.00141863135850841,0.00114841586164967,43957.1777247501,9157.67598919889,10010.6577191179,0,0,0,21,0.00141863135850841,11,0.000743092616361548,2882.13979232824,0,59,217,246,71,0.00398567857866649,0.0146591907045869,0.0166182530568128,0.00479632506924272,74,160,162,104,0.00499898669188678,0.0108086198743498,0.0109437276227792,0.00702560291832737,24102.1220131511,213723.700388254,72710.9475589868,612212.932673092,0,3,1,0,0.0751874620009458,0.0512733905289469,1580203.13564223,23,5.67396993251779
"54","V1272",337,"rapa_nui","rapa_nui_4","easter",900,24.0046711055659,24.0046711055659,25.749398111146,-109.3511,-27.1608,53.25406974,1,"Restricted",5.36268147161633,3025,48,38,0.00324258596230494,0.00256704722015808,88,77,0.00594474093089239,0.00520164831453084,390542.818005321,159261.66377781,2,0,92,8,0.00621495642775113,0.00054043099371749,66,43,0.00445855569816929,0.00290481659123151,946161.516423588,591353.817050124,0,0,185,18,7,0.0124974667297169,0.00121596973586435,0.000472877119502804,167,17,10,0.0112814969938526,0.00114841586164967,0.000675538742146862,104676.961812169,120552.217857143,82457.6261904761,3,0,0,88,0.00594474093089239,86,0.00580963318246301,45624.8632598582,0,104,146,76,0.00702560291832737,0.00986286563534419,0.00513409444031615,34,29,18,0.00229683172329933,0.0019590623522259,0.00121596973586435,31436.5505519474,20303.6938130925,12452.2659490858,4,0,0,27,0.00182395460379653,13,0.000878200364790921,17503.339101336,0,92,230,267,106,0.00621495642775113,0.0155373910693778,0.0180368844153212,0.00716071066675674,66,190,180,114,0.00445855569816929,0.0128352361007904,0.0121596973586435,0.00770114166047423,946161.516423588,317100.084273228,1045115.31802612,575759.74516381,0,1,1,0,0.083293926906708,0.0653245963656016,3451012.76247033,11,3.24841125251213
"55","V1272",334,"rapa_nui","rapa_nui_1","easter",3500,61.0972357125819,61.0972357125819,65.6589924403482,-109.4173,-27.1,102.6973812,1,"Restricted",4.76596583027787,3025,48,38,0.00324258596230494,0.00256704722015808,88,77,0.00594474093089239,0.00520164831453084,390542.818005321,159261.66377781,2,0,92,8,0.00621495642775113,0.00054043099371749,66,43,0.00445855569816929,0.00290481659123151,946161.516423588,591353.817050124,0,0,185,18,7,0.0124974667297169,0.00121596973586435,0.000472877119502804,167,17,10,0.0112814969938526,0.00114841586164967,0.000675538742146862,104676.961812169,120552.217857143,82457.6261904761,3,0,0,88,0.00594474093089239,86,0.00580963318246301,45624.8632598582,0,104,146,76,0.00702560291832737,0.00986286563534419,0.00513409444031615,34,29,18,0.00229683172329933,0.0019590623522259,0.00121596973586435,31436.5505519474,20303.6938130925,12452.2659490858,4,0,0,27,0.00182395460379653,13,0.000878200364790921,17503.339101336,0,92,230,267,106,0.00621495642775113,0.0155373910693778,0.0180368844153212,0.00716071066675674,66,190,180,114,0.00445855569816929,0.0128352361007904,0.0121596973586435,0.00770114166047423,946161.516423588,317100.084273228,1045115.31802612,575759.74516381,0,1,1,0,0.083293926906708,0.0653245963656016,3451012.76247033,11,4.18447456684983
"56","V1273",335,"rapa_nui","rapa_nui_2","easter",700,62.2394447401281,62.2394447401281,62.5501326399009,-109.2828,-27.0754,7.845622948,1,"Restricted",4.06197421627242,3036,33,16,0.00222927784908465,0.00108086198743498,76,63,0.00513409444031615,0.00425589407552523,110571.91223074,157943.82142081,0,0,51,8,0.003445247584949,0.00054043099371749,58,24,0.0039181247044518,0.00162129298115247,47112.7487824785,338612.525760824,0,0,159,13,1,0.0107410660001351,0.000878200364790921,6.75538742146862e-05,134,16,8,0.00905221914476795,0.00108086198743498,0.00054043099371749,64000.1762959738,40309.9,159363.45,0,0,0,56,0.00378301695602243,75,0.00506654056610147,22904.3105874031,5,98,94,59,0.00662027967303925,0.0063500641761805,0.00398567857866649,63,65,30,0.00425589407552523,0.0043910018239546,0.00202661622644059,68825.0545880903,29951.8739617991,38135.8388312035,0,0,0,24,0.00162129298115247,31,0.00209417010065527,6394.87672125236,0,51,177,185,74,0.003445247584949,0.0119570357359995,0.0124974667297169,0.00499898669188678,58,158,173,98,0.0039181247044518,0.0106735121259204,0.0116868202391407,0.00662027967303925,47112.7487824785,238269.951022807,130107.862941821,8451.05649156274,0,0,0,0,0.0619469026548672,0.061338917786935,1384543.42354563,0,4.13596835745265
"57","V1274",336,"rapa_nui","rapa_nui_3","easter",7800,56.3678625179263,56.3678625179263,63.3877784844009,-109.4407,-27.1587,2484.81206,1,"Restricted",4.4095286911942,3047,39,33,0.00263460109437276,0.00222927784908465,54,41,0.00364790920759306,0.00276970884280213,275178.046855968,281058.218843805,2,0,51,10,0.003445247584949,0.000675538742146862,66,22,0.00445855569816929,0.0014861852327231,6260.01772660632,933917.493509837,0,0,171,13,2,0.0115517124907113,0.000878200364790921,0.000135107748429372,124,17,7,0.00837668040262109,0.00114841586164967,0.000472877119502804,255912.359795134,421925.745238092,2588.35,0,0,0,56,0.00378301695602243,68,0.00459366344659866,94390.7029333203,0,85,89,59,0.00574207930824833,0.00601229480510707,0.00398567857866649,38,31,25,0.00256704722015808,0.00209417010065527,0.00168884685536716,59617.7883395334,96285.5401993531,29193.3686735531,0,0,0,15,0.00101330811322029,11,0.000743092616361548,5092.75775409868,0,51,188,196,101,0.003445247584949,0.012700128352361,0.0132405593460785,0.00682294129568331,66,157,155,99,0.00445855569816929,0.0106059582517057,0.0104708505032764,0.00668783354725393,6260.01772660632,152485.497692665,73885.6974809507,147541.840259406,0,0,0,2,0.0666081199756806,0.0520164831453084,2729589.9468883,4,4.14927107447612
"58","V13258",331,"raja_ampat","raja_ampat_7","central_iwp",24000,139.704415963317,139.704415963317,159.753572044909,130.225,-2.173,4.74093413,10,"Restricted",11.4425331584008,3623,53,57,0.00358035533337837,0.00385057083023711,95,83,0.00641761805039519,0.00560697155981896,11143.8926421257,53188.2993915808,114,0,54,46,0.00364790920759306,0.00310747821387557,105,47,0.00709315679254205,0.00317503208809025,18748.0517424197,71376.837532061,0,0,100,10,3,0.00675538742146862,0.000675538742146862,0.000202661622644059,144,24,21,0.00972775788691481,0.00162129298115247,0.00141863135850841,46570.1441246149,33939.35,21417.9666666667,218,0,0,46,0.00310747821387557,134,0.00905221914476795,421240.813085319,0,64,50,16,0.00432344794973992,0.00337769371073431,0.00108086198743498,90,117,77,0.00607984867932176,0.00790380328311829,0.00520164831453084,156395.601745822,85508.0311646655,48135.5025729887,70,2,0,14,0.000945754239005607,50,0.00337769371073431,44823.3070863176,0,54,108,120,45,0.00364790920759306,0.00729581841518611,0.00810646490576235,0.00303992433966088,105,156,219,154,0.00709315679254205,0.010538404377491,0.0147942984530163,0.0104032966290617,18748.0517424197,95630.263519315,429441.318813639,190500.617040783,0,238,8,0,0.0453962034722691,0.08288860366142,1243247.82521426,650,5.07363245322618
"59","V13450",321,"raja_ampat","raja_ampat_12","central_iwp",9500,1763.69703941214,1787.59016216769,2856.42028859115,130.6958,-0.4906,6.724699201,10,"Restricted",16.0677423491336,3837,37,30,0.00249949334594339,0.00202661622644059,57,81,0.00385057083023711,0.00547186381138958,3936.56778348474,2647.11891491137,0,0,37,33,0.00249949334594339,0.00222927784908465,103,67,0.00695804904411268,0.00452610957238398,15881.5256545302,14031.9730722651,20,0,78,7,6,0.00526920218874552,0.000472877119502804,0.000405323245288117,130,26,12,0.00878200364790921,0.00175640072958184,0.000810646490576235,8030.86679838957,2687.33333333333,11642.8333333333,14,0,0,54,0.00364790920759306,111,0.00749848003783017,14926.8482685888,0,58,46,11,0.0039181247044518,0.00310747821387557,0.000743092616361548,79,103,38,0.00533675606296021,0.00695804904411268,0.00256704722015808,8701.67807110349,5900.35447097441,663.827161678367,0,0,0,5,0.000337769371073431,28,0.00189150847801121,30318.7680757477,0,37,86,104,49,0.00249949334594339,0.00580963318246301,0.00702560291832737,0.00331013983651962,103,140,196,132,0.00695804904411268,0.00945754239005607,0.0132405593460785,0.00891711139633858,15881.5256545302,32299.7851329515,8033.0758443271,44595.2682885867,0,20,3,0,0.036816861447004,0.0716746605417821,143170.682205339,57,7.95732447250337
"60","V13472",333,"raja_ampat","raja_ampat_9","central_iwp",10000,180.395141234669,180.395141234669,198.45036952919,130.7869,-2.0056,3.609582136,10,"Restricted",6.11419608090668,3861,76,59,0.00513409444031615,0.00398567857866649,130,144,0.00878200364790921,0.00972775788691481,1319963.97550673,1077959.04039398,50,0,47,14,0.00317503208809025,0.000945754239005607,127,72,0.00857934202526515,0.00486387894345741,622116.133490747,449478.110313241,0,0,150,14,1,0.0101330811322029,0.000945754239005607,6.75538742146862e-05,221,29,21,0.0149294062014457,0.0019590623522259,0.00141863135850841,91520.4136222741,342404.319047619,1828.16666666667,61,0,0,60,0.00405323245288117,161,0.0108761737485645,125503.694621639,0,98,107,38,0.00662027967303925,0.00722826454097142,0.00256704722015808,110,121,74,0.00743092616361548,0.00817401877997703,0.00499898669188678,108862.251929229,148303.737859375,99779.5566971458,0,0,0,18,0.00121596973586435,41,0.00276970884280213,31213.9600021615,0,47,168,197,62,0.00317503208809025,0.0113490508680673,0.0133081132202932,0.00418834020131055,127,246,305,205,0.00857934202526515,0.0166182530568128,0.0206039316354793,0.0138485442140107,622116.133490747,93905.4549918663,477346.879990633,646812.51482063,0,55,0,0,0.0664730122272512,0.113355400932244,4858164.42183939,166,5.29053904130439
"61","V13474",318,"raja_ampat","raja_ampat_1","central_iwp",4000,150.482933378099,150.482933378099,169.607891460904,130.4086,-2.0447,4.924106594,6,"Closed",22.1398405122675,3863,65,81,0.0043910018239546,0.00547186381138958,100,105,0.00675538742146862,0.00709315679254205,304495.854768141,12360.1323270809,42,15,25,38,0.00168884685536716,0.00256704722015808,110,62,0.00743092616361548,0.00418834020131055,121908.457870374,189901.958901066,20,0,135,11,2,0.00911977301898264,0.000743092616361548,0.000135107748429372,188,28,12,0.012700128352361,0.00189150847801121,0.000810646490576235,56014.1932559556,1346.5,15210.15,21,0,0,62,0.00418834020131055,142,0.00959265013848544,104492.592751136,0,85,117,36,0.00574207930824833,0.00790380328311829,0.0024319394717287,112,133,60,0.00756603391204486,0.00898466527055327,0.00405323245288117,55975.5415696076,237937.993121968,41407.7832742265,0,2,0,14,0.000945754239005607,33,0.00222927784908465,25626.3522568615,0,25,131,159,31,0.00168884685536716,0.00884955752212389,0.0107410660001351,0.00209417010065527,110,194,246,181,0.00743092616361548,0.0131054515976491,0.0166182530568128,0.0122272512328582,121908.457870374,59499.2451422693,28639.8903753923,23141.9018603573,0,27,12,0,0.0601905019252854,0.0959940552590691,1025931.14459606,139,5.13348925211556
"62","V13474",319,"raja_ampat","raja_ampat_10","central_iwp",10000,164.695187623787,164.695187623787,193.175277380043,130.6819,-2.0293,3.680789837,6,"Closed",12.0262302025917,3863,65,81,0.0043910018239546,0.00547186381138958,100,105,0.00675538742146862,0.00709315679254205,304495.854768141,12360.1323270809,42,15,25,38,0.00168884685536716,0.00256704722015808,110,62,0.00743092616361548,0.00418834020131055,121908.457870374,189901.958901066,20,0,135,11,2,0.00911977301898264,0.000743092616361548,0.000135107748429372,188,28,12,0.012700128352361,0.00189150847801121,0.000810646490576235,56014.1932559556,1346.5,15210.15,21,0,0,62,0.00418834020131055,142,0.00959265013848544,104492.592751136,0,85,117,36,0.00574207930824833,0.00790380328311829,0.0024319394717287,112,133,60,0.00756603391204486,0.00898466527055327,0.00405323245288117,55975.5415696076,237937.993121968,41407.7832742265,0,2,0,14,0.000945754239005607,33,0.00222927784908465,25626.3522568615,0,25,131,159,31,0.00168884685536716,0.00884955752212389,0.0107410660001351,0.00209417010065527,110,194,246,181,0.00743092616361548,0.0131054515976491,0.0166182530568128,0.0122272512328582,121908.457870374,59499.2451422693,28639.8903753923,23141.9018603573,0,27,12,0,0.0601905019252854,0.0959940552590691,1025931.14459606,139,5.26359794971893
